Rank,ARN,Name,Date,Time,ZoneAbbrev,ZoneTime,Place,Country,Latitude,Longitude,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,Ascendant,Midheaven,EminenceScore
97,220,Werner Heisenberg,5 Dec 1901,16:45,...,-1:00,WÃ¼rzburg,Germany,49N48,009E56,252.83581282203,193.743590151962,238.001340547542,300.093571536614,278.748320487443,285.467576409867,284.720294782133,256.854453292278,90.5553565373758,77.7777180495595,81.1111659387277,317.475403957941,83.75
98,2509,Indira Gandhi,19 Nov 1917,23:11,...,-5:30,Allahabad,India,25N27,081E51,236.839849098629,298.302779279473,245.944100537336,283.720055133607,159.089623330228,67.7165522766772,134.502012001447,319.967598322322,127.082960501892,95.173666059933,140.083843442246,47.7381570676148,83.75
99,3642,Henry Kissinger,27 May 1923,5:30,...,-1:00,FÃ¼rth,Germany,49N28,010E59,64.8724619540659,202.527338775874,67.8014737553505,36.6996513847861,87.5600641836104,221.461000772335,193.709323409931,347.2629922177,135.629665746471,99.8290677091747,83.0016370361915,319.779224377593,83.5
100,7989,Robin Williams,21 Jul 1951,13:34,...,+6:00,Chicago,United States,41N51,087W39,118.219248222575,339.535442688148,142.119277615747,160.217339871667,101.927520577908,13.8813983638034,177.859062887205,100.84357428401,196.895391611793,138.816648358254,222.559893207015,142.24369971514,83.5
101,1621,Wernher von Braun,23 Mar 1912,9:15,...,-1:00,Wyrzysk,Poland,53N10,017E15,2.34660813268911,56.3661680099808,19.9862051864315,335.131969673596,83.0456708828448,255.266082391706,47.186642484092,302.601364633052,111.012597587397,86.9718780719459,87.0447869775497,319.024591760057,83.25
102,1737,Richard Nixon,9 Jan 1913,21:35,...,+8:00,Yorba Linda,United States,33N53,117W49,289.402207969503,320.122901805273,270.014534362754,333.485918320368,269.748551674297,271.670547443349,57.4844098098101,302.694019413959,114.769997321801,88.6526117642213,167.412032389755,76.2551849457385,83.25
103,4783,Maya Angelou,4 Apr 1928,14:10,...,+6:00,Saint Louis,United States,38N38,090W12,14.8055998977572,191.351566447598,350.42923956357,351.739070956369,327.884461782353,16.1198569495649,259.090546891132,4.02357151698682,146.672519228873,104.99042271565,143.970645933677,47.6579830946236,83.25
104,5096,Jean Baudrillard,27 Jul 1929,7:00,...,-1:00,Reims,France,49N15,004E02,123.705429987349,5.75019380936265,119.191423963765,80.1143083126039,163.885698519142,69.298473276875,264.725681432642,11.3419566746821,150.087997629315,108.339296076646,142.827901399064,40.8951720873349,83.25
105,5500,João Gilberto,10 Jun 1931,7:00,...,+3:00,Juazeiro (Bahia),Brazil,09S24,040W30,78.5587662185741,11.9907510637709,58.5311640691708,54.4987953200375,149.890012389462,112.070409838135,292.18046737566,18.5602695302442,153.182615978086,109.57697601381,92.9233382121183,7.94603534433204,83.25
106,6141,Garry Marshall,13 Nov 1934,23:00,...,+5:00,New York,United States,40N43,074W00,231.100710522857,321.833402176257,213.277358670607,229.896708252145,165.530544627381,217.38380465324,321.790194589188,28.5973582643631,164.270426539049,116.017142397456,139.467343250801,40.9943617517379,83.25
107,6227,Françoise Sagan,21 Jun 1935,11:00,...,-1:00,Cajarc,France,44N29,001E50,89.1005105382527,330.044120638271,89.6147764094425,134.239383541385,192.585640854565,224.036677926429,340.223650733954,34.4811365126593,162.011088611047,114.888810054169,157.510605500286,62.5715766793845,83.25
108,7313,Joe Cocker,20 May 1944,5:00,...,-2:00,Sheffield,United Kingdom,53N23,001W30,58.9637853694941,31.0356370136124,37.4826585393719,48.6649031597743,118.58215129709,139.055489605139,86.040550722935,68.3197740831288,181.606279256317,126.618874578976,27.9367015089442,280.250095748718,83.25
109,5829,Quincy Jones,14 Mar 1933,20:40,...,+6:00,Chicago,United States,41N51,087W39,354.073065993825,213.736390995973,7.33622329961119,344.492824117379,155.820526710728,167.59089722978,312.39697903292,21.7021943050534,158.39670324854,111.318728323333,207.062510776428,122.332041106376,83.0
110,6819,Tina Turner,26 Nov 1939,22:10,...,+6:00,Brownsville (Haywood,United States,35N36,089W16,244.010536814203,67.2398288412692,247.670035534937,264.977751416834,334.801706815295,358.880113803925,25.262811878396,49.3832049678466,175.237544436399,122.801626395706,137.492781391543,40.8373941776129,83.0
111,274,David O. Selznick,10 May 1902,10:00,...,+5:00,Pittsburgh,United States,40N26,080W00,49.0042091367238,86.7432937576003,62.2291312152269,3.47137165247618,39.79768506486,316.157497048786,297.797342825789,260.497839684789,89.6561774709252,77.487645088659,118.819332568147,13.5540223665241,82.75
112,2228,Ferruccio Lamborghini,28 Apr 1916,17:00,...,-1:00,Ferrara,Italy,44N50,011E35,38.0147327951435,355.246268768002,52.9407494229614,83.4892431598284,137.582884959502,17.9977960877911,101.58124954814,319.423483916895,119.95852812538,91.593231781902,193.594478876067,106.47551937267,82.75
113,2314,Jean Dausset,19 Oct 1916,1:00,...,+0:00,Toulouse,France,43N36,001E26,205.315111635502,115.25296812004,187.317982318469,162.52693048115,237.794416810844,31.0266866493523,120.06317377861,315.797228690069,124.784497627255,94.3825051790136,144.406528056204,46.0733858951455,82.75
114,3916,Daniel Inouye,7 Sep 1924,11:00,...,+10:30,Honolulu,United States,21N18,157W52,164.949076111346,275.222470752505,172.106593049264,119.037699426984,326.668972461972,251.5661276208,209.398473553826,349.717990011853,141.045426687558,103.299419344295,235.827294871371,149.183923958066,82.75
115,4080,Tony Curtis,3 Jun 1925,9:00,...,+4:00,New York,United States,40N43,074W00,72.411294571104,206.91032876335,54.3492872129668,83.1917101936612,105.584466182583,291.634228409618,218.760936393156,355.175715269091,140.094256888449,102.28065777534,118.968476774954,13.5501485122565,82.75
116,4481,Eartha Kitt,17 Jan 1927,4:00,...,+5:00,North,United States,33N37,081W06,296.260351920997,109.76954108259,289.099681891942,309.890222372998,43.6271069076365,329.753722240679,244.839279484674,356.288065634044,146.376867660368,104.633062117104,246.455223456448,168.786878705627,82.75
117,8690,Whitney Houston,9 Aug 1963,20:55,...,+4:00,Newark,United States,40N44,074W10,136.69694212444,17.0886149769217,160.253701690294,131.203184031143,188.498734784233,19.4822952244735,319.998397870683,154.446368614318,222.951637147528,161.015131009749,338.427070554186,258.390638743461,82.75
118,123,Clark Gable,1 Feb 1901,5:30,...,+6:00,Cadiz,United States,40N16,081W00,311.951522384832,105.932429565357,319.411852641133,289.942435201028,160.12945072559,272.731834751035,281.296511619294,255.867441442805,86.7729869833328,75.8205482492872,290.945882870834,224.939164752053,82.5
119,2224,Beverly Cleary,12 Apr 1916,19:00,...,+8:00,McMinnville,United States,45N13,123W12,22.8572642986872,140.635179953328,20.8958199192931,68.0316859204864,133.100969146696,14.3062300171771,100.505713550087,319.002668247071,119.869696090911,91.3886378024437,204.779137265951,120.560144316406,82.5
120,4606,Gina Lollobrigida,4 Jul 1927,3:00,...,-1:00,Subiaco,Italy,41N55,013E06,101.113675251013,158.486485496275,122.002640522544,146.548898942765,136.844420250299,2.84777638023936,241.852503251499,3.40271991861638,145.08909574919,105.342037520303,77.520759190339,321.820811620358,82.5
121,6019,Charley Pride,18 Mar 1934,8:00,...,+6:00,Nashville,United States,36N10,086W47,357.289223517196,36.1655711406061,336.358963741469,315.303763176896,3.26109609695278,200.895147084876,323.249490282485,25.6836383092293,160.569168445615,112.597057188399,43.0005922946831,296.624727286298,82.5
122,6113,Leonard Cohen,21 Sep 1934,6:45,...,+4:00,MontrÃ©al,Canada,45N31,073W34,177.758035655386,334.009966747094,197.241005427684,162.73953602956,133.761911667338,205.851102558033,322.504382396362,30.6738620455217,162.714418549714,115.803949250929,177.960498562585,87.5249965429006,82.5
123,6538,Bruce McLaren,30 Aug 1937,15:00,...,-11:30,Auckland,New Zealand,36S52,174E46,156.336805001305,81.4503876875613,179.514081680232,118.992777951107,250.696235903936,287.834079719566,3.61326211372838,43.6453348196795,168.229494859933,119.342074197726,307.267370256224,207.126031746103,82.5
124,7119,Jerry Garcia,1 Aug 1942,12:05,...,+7:00,San Francisco,United States,37N47,122W25,128.877264814589,13.7653643516597,127.585982283765,101.442536296319,150.278588676356,101.762907555176,69.9983280995032,63.9405943918028,177.853743135553,125.470113620616,199.198138449459,111.830663274263,82.5
125,464,George Balanchine,22 Jan 1904,12:58,LMT,-2:01,St.Petersburg,Russia,59N55,030E18,301.01717152547,352.953275114724,290.069011220834,260.474832778696,332.196823025689,351.544434199612,310.469802191723,267.8187199275,93.8433570612031,78.9802905322804,93.0384875080673,312.460620201318,82.25
126,550,Louis Néel,22 Nov 1904,13:00,LMT,-2:22,Lyon,France,45N45,004E51,239.720780829869,51.594444206401,252.047950310808,274.578642700404,181.270530434505,21.1778764202514,315.322146026102,268.358311109304,97.7216989284376,81.0985801571067,289.140000603253,227.802078074701,82.25
127,846,Daphne Du Maurier,13 May 1907,16:00,...,+0:00,London,United Kingdom,51N30,000W10,51.7301412627398,66.2174137873368,39.5009628981259,19.2534976499461,285.973919704074,99.1486483504828,354.865383720787,282.442960645491,100.579990755216,82.511291974096,194.158845873251,108.552591576877,82.25
128,1995,Hedy Lamarr,9 Nov 1914,19:30,...,-1:00,Vienna,Austria,48N13,016E22,226.520137949907,122.061071246511,221.329240955556,252.149468483307,238.795751065035,314.039202505316,91.7511761056456,307.899431664388,120.446378121084,91.9712213294871,99.613915059831,340.440556834202,82.25
129,2931,Eric Rohmer,21 Mar 1920,3:00,...,-1:00,Tulle,France,45N16,001E46,0.16602237196161,8.27335717371398,358.740002844167,332.99062083319,218.876158303702,128.412925223293,156.604134828463,333.260406822142,128.97853397819,95.6701077772626,273.818319321149,212.237992498511,82.25
130,3220,Chris Marker,29 Jul 1921,10:00,...,-1:00,Neuilly sur Seine,France,48N53,002E16,125.673025046411,51.1951090885818,106.092343533502,82.057730640523,116.705504134787,167.917339999165,171.732925105268,338.886802312855,133.18381060832,99.1150634443506,175.438882509658,84.2492241851633,82.25
131,3504,Liliane Bettencourt,21 Oct 1922,9:00,...,+0:00,Paris,France,48N52,002E20,207.182554170466,218.477058867469,195.519535908103,246.196641867388,293.538564503916,208.816500990396,192.71245359672,340.027629581727,137.915695636263,101.203863274109,235.335449734412,165.181633983964,82.25
132,4640,Althea Gibson,25 Aug 1927,9:00,...,+5:00,Silver,United States,33N41,080W21,151.363199980967,131.825023593705,143.291569391469,174.490438289045,169.713237880451,1.89116276351679,241.338472738888,2.59107386906501,146.894732860377,106.594203669192,190.552667183957,101.487082113152,82.25
133,5309,George Steinbrenner,4 Jul 1930,21:00,...,+5:00,Rocky River,United States,41N29,081W50,102.325865760942,216.051086887777,90.3188865450579,138.785539276898,53.3217568772813,91.8562636724359,278.28681191757,15.265470236836,151.538050026809,108.971509542813,299.257390020019,232.916117437931,82.25
134,6499,George Carlin,12 May 1937,11:45,...,+4:00,Manhattan,United States,40N46,073W59,51.4824531702718,81.2177247887789,49.5215919011032,19.6617830814322,240.750049882863,297.303817938766,1.77934100822099,40.2852815814008,166.238685410348,116.723462553811,134.55637421439,34.5234141205478,82.25
135,6529,Charlie Haden,6 Aug 1937,16:00,...,+6:00,Shenandoah,United States,40N46,095W22,133.984321853953,139.094708261372,158.844411680344,92.3233648697349,239.128785197064,289.670162280201,4.77820123462736,43.6252182272462,167.426701949688,118.758963079507,259.127154479899,190.493801516309,82.25
136,1346,Jacques Cousteau,11 Jun 1910,13:06,LMT,-2:22,St.Andre De Cubzac,France,44N59,000W27,79.6153034558012,131.292184279211,59.8038904847544,38.8546643004013,115.20657785991,184.751564800549,32.7807119448885,294.543474423657,107.947183589112,86.2129759655064,156.830836332743,61.5638023154474,82.0
137,4248,Paul Bocuse,11 Feb 1926,16:00,...,+0:00,Collonges-au-Mont-d',France,45N49,004E50,322.189673647186,307.17423319881,318.835511088236,315.652637994524,271.778036892367,308.619907778096,235.64627324844,353.600106753188,143.446434164209,102.945264579229,131.927019870728,27.7788771229144,82.0
138,4632,Rosalynn Carter,18 Aug 1927,6:00,...,+6:00,Plains,United States,32N02,084W24,144.538367088585,37.0592923124291,129.831009047178,174.921434360175,165.20563442186,2.51509142163617,241.153274912826,2.8080675963128,146.632187614205,106.450464956132,155.632623557284,63.4816264712359,82.0
139,180,Jean Dubuffet,31 Jul 1901,13:00,LMT,-2:22,Le Havre,France,49N30,000E08,127.494669709867,307.532147770627,108.47288011289,151.999476439747,190.303659861822,274.640406563281,281.309843879119,253.082603163344,90.3735052424223,78.2718334017734,192.990693190836,106.585835949388,81.75
140,422,Claudette Colbert,13 Sep 1903,8:00,LMT,-2:22,Paris,France,48N52,002E20,169.250940931744,62.4967504232979,195.299747077929,176.575840276357,233.650763014985,348.179823048888,303.198120826671,261.691447801697,95.7498297887396,80.6924613544144,171.171181354509,78.8480058988234,81.75
141,568,Christian Dior,21 Jan 1905,1:30,LMT,-2:22,Granville,France,48N50,001W36,300.265674555786,115.773123764842,275.908627509877,345.364248052581,213.52298034403,22.410124059127,320.744453329294,271.841756226678,96.1502184691043,80.0169869198528,190.960535043252,103.859707154068,81.75
142,3031,Ray Bradbury,22 Aug 1920,16:50,...,+6:00,Waukegan,United States,42N22,087W51,149.497044925013,255.927781591716,133.704643646024,163.285536142836,232.016973894848,149.067652100796,163.008240376342,333.866084828469,131.964973636407,98.4945210769836,292.667467503551,228.04492167151,81.75
143,3297,Charles Bronson,3 Nov 1921,11:00,...,+5:00,Croyle,United States,40N22,078W45,220.703661047634,265.981034673741,213.587841399094,197.267086165517,178.149643232464,188.130929647547,183.117132204732,335.774187101969,135.909073096021,99.9568000112578,271.826376574352,205.479590114478,81.75
144,3890,Don Knotts,21 Jul 1924,11:00,...,+5:00,Westover,United States,39N38,079W58,118.569694573225,5.25461326751861,135.17828959766,91.100334092661,335.258356191185,250.468283657834,206.037481449446,351.265375705756,139.29454366888,102.330031985218,187.354307433488,98.4276401898712,81.75
145,5588,Monica Vitti,3 Nov 1931,11:00,...,-1:00,Rome,Italy,41N54,012E29,220.019120824087,131.443266237277,229.676504252852,234.666122669921,242.799322474324,140.589781699043,288.104417350391,16.4944188177293,157.587001178488,112.144427913418,271.181997458793,206.083137545551,81.75
146,174,Barbara Cartland,9 Jul 1901,23:40,...,+0:00,Birmingham,United Kingdom,52N30,001W50,107.007661108834,28.1801698139415,112.61080074591,125.822239228283,177.836052405933,276.993107202903,282.789959547655,253.626557188298,89.6489606379599,77.8721361887475,25.1321927100417,279.530737046175,81.5
147,1686,Erich Honecker,25 Aug 1912,18:00,...,-1:00,Neunkirchen/Saar,Germany,49N20,007E10,152.088787702691,308.842462263005,146.165376858216,166.013635322801,174.860858396515,246.354785983943,63.6897509603751,300.292490713633,114.91968896542,89.8383094488449,297.674721154512,238.013113261241,81.5
148,2289,C. Wright Mills,28 Aug 1916,7:00,...,+6:00,Waco,United States,31N33,097W09,154.862708497076,152.797199582177,179.106120944489,109.912343893621,202.643277002441,35.3923514211841,115.878229784619,317.031468805891,123.595646755668,94.1587096146179,166.470599201133,75.5033690034378,81.5
149,2408,Ella Fitzgerald,25 Apr 1917,12:30,...,+5:00,Newport News,United States,36N59,076W26,34.9224435439787,86.0359607596634,55.0761116231132,34.7483246822166,23.0607842908874,44.9860161515003,114.499690793904,323.265689745252,122.131658401936,92.6258298642862,138.630772719882,41.6547925304589,81.5
150,4845,Peyo,25 Jun 1928,9:00,...,-1:00,Brussels,Belgium,50N50,004E20,93.4934649091887,187.831545211263,99.9591918697948,91.7553539900823,29.2471776555068,34.039440878721,254.505975260468,7.27021673858399,147.016087693965,106.320890037152,142.881370024568,39.9593100633556,81.5
151,4927,Ennio Morricone,10 Nov 1928,22:25,...,-1:00,Rome,Italy,41N54,012E29,228.250179872564,211.77111155636,209.434467688387,262.239318502128,99.2781716379603,33.6440472947946,257.786201197978,3.89327552531425,151.236307238358,108.284755609275,128.261625997868,25.3795119627443,81.5
152,5158,Ed Asner,15 Nov 1929,6:00,...,+6:00,Kansas City,United States,39N06,094W35,232.650647881476,32.7174051999802,225.643253119739,212.677360579497,237.811305694499,73.7377099653034,268.414243159882,7.86704204622793,153.462101500019,109.499595565761,219.603761035455,137.053495558657,81.5
153,5647,Elizabeth Taylor,27 Feb 1932,2:30,...,+0:00,London,United Kingdom,51N30,000W10,337.296079391876,225.743660153396,337.47806941941,17.1667821091471,331.575933067952,135.177784811929,300.310716414452,17.0587817247614,156.595512027249,110.209451331932,253.264621576749,194.192255107887,81.5
154,6006,Rue McClanahan,21 Feb 1934,19:00,...,+6:00,Healdton,United States,34N14,097W29,332.727813879818,71.4645794189836,349.80443870793,308.215880774836,344.093420806811,202.849971477678,320.462503482304,24.5411385463842,161.244623351857,112.890499513569,162.166331320745,70.3783102642705,81.5
