"ARN","Name","EminenceScore"
"4189","Umberto Veronesi","74.00"
"1851","Claude Simon","74.00"
"1937","Vance Packard","74.00"
"2539","Juan García Esquivel","74.00"
"3838","Bruce C. Heezen","74.00"
"5536","James Freeman Gilbert","74.00"
"6761","Francis R. Scobee","74.00"
"1959","Raymond Aubrac","74.00"
"3029","Juan Soriano","74.00"
"597","Henry Koster","74.00"
"2489","Alan W. Livingston","74.00"
"2738","John Carl Warnecke","74.00"
"129","Henry Eyring","74.00"
"168","Grand Duchess Anastasia","74.00"
"386","Yves Rocard","74.00"
"767","Nino Farina","74.00"
"2214","Irving Wallace","74.00"
"3356","Patrick Macnee","74.00"
"4351","Oswald Mathias Ungers","74.00"
"4673","Roger Moore","73.75"
"4765","Frank Borman","73.75"
"3322","George Roy Hill","73.75"
"4608","Janet Leigh","73.75"
"2845","Anita O'Day","73.75"
"4688","Patti Page","73.75"
"4995","Bernard Haitink","73.75"
"5658","Alan Bean","73.75"
"5731","Jean-Jacques Sempé","73.75"
"6262","Vernon Jordan","73.75"
"5531","Ermanno Olmi","73.75"
"7102","Ted Kaczynski","73.75"
"7469","Karen Silkwood","73.75"
"1336","Franz Kline","73.75"
"9106","Ryan White","73.75"
"4324","John Diebold","73.75"
"4485","Lorraine Warren","73.75"
"6908","Stu Sutcliffe","73.75"
"9965","JonBenet Ramsey","73.75"
"706","Antal Dorati","73.75"
"1245","James Agee","73.75"
"1381","Jean-Louis Barrault","73.75"
"2561","Bobby Riggs","73.75"
"2687","Lorenzo Servitje","73.75"
"3070","Wayne Thiebaud","73.75"
"4834","Jackie Mason","73.75"
"6698","Deacon Jones","73.75"
"1297","Samuel Barber","73.50"
"6846","Tom Brokaw","73.50"
"3075","Ricardo Montalbán","73.50"
"3592","Walter Schirra","73.50"
"3351","Renata Tebaldi","73.50"
"5196","Roy E. Disney","73.50"
"6734","Brian Mulroney","73.50"
"3641","James Arness","73.50"
"4706","Ramsey Clark","73.50"
"2460","Caspar Weinberger","73.50"
"3618","Harry Reasoner","73.50"
"4901","Vittorio Taviani","73.50"
"6446","A. B. Yehoshua","73.50"
"6869","Russell Banks","73.50"
"7361","Patrice Chéreau","73.50"
"589","Bruno Rossi","73.50"
"5238","Antony Armstrong-Jones","73.50"
"5379","Clifford Brown","73.50"
"526","Rudolf Arnheim","73.50"
"6337","Edward C. Stone","73.50"
"8329","Carlo Urbani","73.50"
"5904","Gordon M. Shepherd","73.50"
"5974","Donald Bitzer","73.50"
"8316","GG Allin","73.50"
"3104","Pierre-Yves Trémois","73.50"
"2747","Keith Tantlinger","73.50"
"1525","Joseph Luns","73.50"
"3775","Jean-François Revel","73.50"
"5056","Chuck Barris","73.50"
"5722","Barbara Gittings","73.50"
"6132","Jacques Loussier","73.50"
"2263","Olivia De Havilland","73.25"
"5118","Bob Newhart","73.25"
"4085","William Styron","73.25"
"5485","Jim Jones","73.25"
"3795","Gloria Vanderbilt","73.25"
"4359","Norman Jewison","73.25"
"4205","Michel Piccoli","73.25"
"4502","John Warner","73.25"
"4805","Pancho Gonzales","73.25"
"4864","Francesco Cossiga","73.25"
"5934","Cissy Houston","73.25"
"7949","Steve Prefontaine","73.25"
"8551","Amy Grant","73.25"
"7178","Sharon Tate","73.25"
"8025","James Ingram","73.25"
"8124","Grete Waitz","73.25"
"7741","Jan Palach","73.25"
"4244","Neal Cassady","73.25"
"2653","Allen Drury","73.25"
"3634","Jean-Claude Pecker","73.25"
"4103","Leon Knopoff","73.25"
"4225","Roger Taillibert","73.25"
"4404","Dick Dale","73.25"
"4874","Marion Woodman","73.25"
"6678","Eldridge Moores","73.25"
"873","Paul-Emile Victor","73.25"
"1089","Gisèle Freund","73.25"
"3949","Harlon Block","73.25"
"1259","Zora Arkus-Duntov","73.25"
"2476","Amalia Hernández","73.25"
"3488","Guy Hamilton","73.25"
"3832","Eugenio Scalfari","73.25"
"4870","Simon Diaz","73.25"
"4918","Tony Franciosa","73.25"
"2651","Jelle Zijlstra","73.25"
"3538","Ava Gardner","73.00"
"4235","Valéry Giscard d'Estaing","73.00"
"8214","Chris Evert","73.00"
"5969","Tim Conway","73.00"
"6984","Wolfgang Petersen","73.00"
"7252","Penny Marshall","73.00"
"3028","Shelley Winters","73.00"
"6895","Bernard Shaw","73.00"
"7850","Sebastián Piñera","73.00"
"4679","Barron Hilton","73.00"
"6979","Paddy Ashdown","73.00"
"2400","Robert Bloch","73.00"
"4130","Carlo Rambaldi","73.00"
"1092","Max Bill","73.00"
"9402","Rachel Corrie","73.00"
"1154","Giulio Carlo Argan","73.00"
"3497","Robert W. Galvin","73.00"
"7562","Guy Hocquenghem","73.00"
"429","Ernst Kaltenbrunner","73.00"
"637","Eric Larson","73.00"
"3138","Madelyn Pugh","73.00"
"3383","Joe Gold","73.00"
"1910","Hans Wegner","73.00"
"2332","Bill Melendez","73.00"
"3233","Federico Zeri","73.00"
"3411","Serge Reggiani","73.00"
"4511","Emmanuelle Riva","73.00"
"4855","Tommaso Buscetta","73.00"
"5259","Claude Bolling","73.00"
"5840","Michel Guérard","73.00"
"6301","Alain Delon","72.75"
"6341","Burt Reynolds","72.75"
"3124","Hugh Downs","72.75"
"4223","Patricia Neal","72.75"
"1623","James Callaghan","72.75"
"4033","Brent Scowcroft","72.75"
"6241","Jack Kemp","72.75"
"6470","Nancy Wilson","72.75"
"6884","Sue Grafton","72.75"
"7575","Marianne Faithfull","72.75"
"4179","Charles Mackerras","72.75"
"6998","Ryan O'Neal","72.75"
"3120","Lloyd Bentsen","72.75"
"4406","Robert Schuller","72.75"
"5718","William Ruckelshaus","72.75"
"6901","King of Greece Konstantinos II","72.75"
"5261","Anton LaVey","72.75"
"5407","Bob Guccione","72.75"
"6584","Robert Smithson","72.75"
"4337","Ingeborg Bachmann","72.75"
"3044","William H. Riker","72.75"
"6206","April Ashley","72.75"
"6896","Rennie Davis","72.75"
"1530","John Gorton","72.75"
"3525","Benjamin Creme","72.75"
"313","Stefan Wolpe","72.75"
"316","Mildred Harnack","72.75"
"433","Cécile de Brunhoff","72.75"
"105","Anna Seghers","72.75"
"370","Lola Álvarez Bravo","72.75"
"513","Ralph Bellamy","72.75"
"786","John Dickson Carr","72.75"
"6959","Tony Mendez","72.75"
"7337","Naná Vasconcelos","72.75"
"8663","Eva Cassidy","72.75"
"6245","Donald Sutherland","72.50"
"7446","Goldie Hawn","72.50"
"3119","Lana Turner","72.50"
"6246","Diahann Carroll","72.50"
"4508","Erma Bombeck","72.50"
"6302","Bob Gibson","72.50"
"6783","Peter Bogdanovich","72.50"
"5327","Lawrence Sidney Eagleburger","72.50"
"5671","Richard Lugar","72.50"
"6007","Renata Scotto","72.50"
"6464","Tom Smothers","72.50"
"7185","Lynn Redgrave","72.50"
"398","Alec Douglas-Home","72.50"
"716","Mary Astor","72.50"
"2007","Richard Widmark","72.50"
"2739","Jennifer Jones","72.50"
"4173","Michel Bouquet","72.50"
"4872","Eddie Fisher","72.50"
"5064","James McDivitt","72.50"
"6793","Valerie Harper","72.50"
"7536","Suzanne Somers","72.50"
"5600","Wallace Smith Broecker","72.50"
"6893","Roger Ailes","72.50"
"3587","André Courrèges","72.50"
"4750","Norman Bridwell","72.50"
"7154","Ann Dunham","72.50"
"7370","Dennis Wilson","72.50"
"6162","Sid Sheinberg","72.50"
"7497","Ellison Onizuka","72.50"
"2380","Tadd Dameron","72.50"
"1036","Harold Holt","72.50"
"1070","Bunny Berigan","72.50"
"2305","Theodore Puck","72.50"
"1465","Hervé Bazin","72.50"
"212","Magda Goebbels","72.50"
"3849","Zizi Jeanmaire","72.50"
"3974","Marc Ferro","72.50"
"4544","Jacques Mayol","72.50"
"4862","Dolphy","72.50"
"5375","Big Bopper","72.50"
"6244","Peter Schickele","72.50"
"1478","Vincent Price","72.25"
"1097","Victor Borge","72.25"
"2594","Birgit Nilsson","72.25"
"5296","Gena Rowlands","72.25"
"4352","Harry Dean Stanton","72.25"
"5333","Frank Gifford","72.25"
"5364","Philippe Noiret","72.25"
"5430","Rip Torn","72.25"
"5961","Robert Goulet","72.25"
"8903","Molly Ringwald","72.25"
"6477","Craig Breedlove","72.25"
"5066","Ralph McQuarrie","72.25"
"6528","Herb Brooks","72.25"
"1435","Polykarp Kusch","72.25"
"5650","Claude Lorius","72.25"
"6351","José Mojica Marins","72.25"
"2442","Manolete","72.25"
"4672","William Claxton","72.25"
"3407","Sheila Scott","72.25"
"3680","Jean Graton","72.25"
"3972","Ralph D. Winter","72.25"
"4136","King of Thailand Ananda Mahidol","72.25"
"1110","Silvio Zavala","72.25"
"1207","Johannes Willebrands","72.25"
"3359","Arnold Keyserling","72.25"
"25","Queen of Tonga Sālote Tupou III","72.25"
"650","Joel McCrea","72.25"
"1268","Luise Rainer","72.25"
"2353","Emma Tenayuca","72.25"
"3389","Marcel Conche","72.25"
"3835","Kenneth Noland","72.25"
"4636","Martial Solal","72.25"
"4812","Charles A. Reich","72.25"
"4999","Hebe Camargo","72.25"
"5190","Francesco Alberoni","72.25"
"6287","Mylène Demongeot","72.25"
"6595","Ruy Ohtake","72.25"
"7583","Angel Nieto","72.25"
"1494","Juan Manuel Fangio","72.00"
"5889","Dianne Feinstein","72.00"
"1024","Milton Berle","72.00"
"2585","Betty Ford","72.00"
"6020","Alan Arkin","72.00"
"6868","James Caan","72.00"
"1735","Loretta Young","72.00"
"7487","Candice Bergen","72.00"
"4861","Leon Fleisher","72.00"
"6617","Bernie Madoff","72.00"
"3743","Ted Stevens","72.00"
"7743","Kathleen Battle","72.00"
"8021","Daniel Balavoine","72.00"
"8193","David Wojnarowicz","72.00"
"1493","Wilbert Awdry","72.00"
"2593","T. Berry Brazelton","72.00"
"4821","Mary Wells Lawrence","72.00"
"1946","Julián Marías","72.00"
"3596","Andy Granatelli","72.00"
"6543","Margo St. James","72.00"
"2462","Esther Cooper Jackson","72.00"
"3235","Bob Banner","72.00"
"176","Gerald Finzi","72.00"
"26","Luigi Longo","72.00"
"58","Eduardo De Filippo","72.00"
"122","Cassandre","72.00"
"835","Leigh Harline","72.00"
"2274","Marcel Cerdan","72.00"
"3178","Wolfgang Borchert","72.00"
"4825","Bob Monkhouse","72.00"
"5451","Gilles Perrault","72.00"
"5471","Michel Deville","72.00"
"5805","Jean-Marie Straub","72.00"
"6173","Don Maynard","72.00"
"8233","Pete Shelley","72.00"
"8821","Chico Science","72.00"
"2446","Andrew Wyeth","71.75"
"2748","Lawrence Ferlinghetti","71.75"
"2947","John Paul Stevens","71.75"
"5301","Ross Perot","71.75"
"1387","Barbara Castle","71.75"
"4098","Giorgio Napolitano","71.75"
"4121","Donald O'Connor","71.75"
"6953","Bob Knight","71.75"
"8489","Jason Alexander","71.75"
"9194","Paul Walker","71.75"
"8768","Teri Hatcher","71.75"
"3315","Otto Graham","71.75"
"4496","Harvey Korman","71.75"
"4734","Birch Bayh","71.75"
"4831","George Deukmejian","71.75"
"5582","Annie Girardot","71.75"
"8099","Louie Anderson","71.75"
"351","Anaïs Nin","71.75"
"3957","Robert Frank","71.75"
"4334","Allan Sandage","71.75"
"7006","Ritchie Valens","71.75"
"5386","Ed White","71.75"
"10245","Lil Peep","71.75"
"1283","Giorgio Perlasca","71.75"
"6760","Barbara Hammer","71.75"
"7179","Neil Bogart","71.75"
"698","Francisco Ayala","71.75"
"961","William Randolph Jr. Hearst","71.75"
"2954","Edwin Morgan","71.75"
"3101","Grand Duke of Luxembourg Jean","71.75"
"3452","Robin Olds","71.75"
"4119","Gerald D. Hines","71.75"
"5233","Rolly Crump","71.75"
"5472","Martha E. Bernal","71.75"
"6208","Rüdiger Nehberg","71.75"
"6223","Jean-Didier Vincent","71.75"
"2277","Spottswood William III Robinson","71.75"
"1190","John William Finn","71.75"
"1768","Tom McCall","71.75"
"1941","Tony Duquette","71.75"
"2135","Arnt Eliassen","71.75"
"2148","Salvatore Fiume","71.75"
"1101","Marinus van der Lubbe","71.75"
"782","René de Naurois","71.75"
"137","Manly P. Hall","71.75"
"232","Hubert Beuve-Méry","71.75"
"384","Frits Warmolt Went","71.75"
"655","Marcel Lefebvre","71.75"
"829","Hugh MacLennan","71.75"
"908","Leon Edel","71.75"
"1419","Imperio Argentina","71.75"
"1558","Sorley MacLean","71.75"
"2031","Bill Peet","71.75"
"3685","Rose Marie","71.75"
"4445","Leonie Rysanek","71.75"
"6057","Guy Bedos","71.75"
"4291","Cloris Leachman","71.50"
"2206","Dinah Shore","71.50"
"6398","Don Drysdale","71.50"
"8712","Jim Harbaugh","71.50"
"1290","Joan Bennett","71.50"
"3482","Jackie Cooper","71.50"
"6748","Brett Whiteley","71.50"
"7947","Bernard Loiseau","71.50"
"9005","Chyna","71.50"
"2276","John D. MacDonald","71.50"
"5211","Jasraj","71.50"
"6082","Norman D. Shumway","71.50"
"6392","Albert Ayler","71.50"
"6711","Steve Paxton","71.50"
"7681","Petra Kelly","71.50"
"1734","Kemmons Wilson","71.50"
"3342","Leon Golub","71.50"
"5554","Al Haynes","71.50"
"6879","Dougal Haston","71.50"
"7928","Rino Gaetano","71.50"
"562","Dante Giacosa","71.50"
"932","Les Clark","71.50"
"1645","Jean Françaix","71.50"
"3591","George Lindbeck","71.50"
"3599","Albert Allen Bartlett","71.50"
"393","Raymond Radiguet","71.50"
"3753","Maria Perego","71.50"
"514","Manuel Rosenthal","71.50"
"178","Nicola Abbagnano","71.50"
"199","José Villagrán García","71.50"
"620","Louis Scutenaire","71.50"
"1348","Gonzalo Torrente Ballester","71.50"
"2232","Robert Shaw","71.50"
"2310","Ulysses Guimarães","71.50"
"2319","Jack Hawkins","71.50"
"2364","John Raitt","71.50"
"2764","Licio Gelli","71.50"
"2857","Hamish Henderson","71.50"
"2865","Anne Cox Chambers","71.50"
"3228","Manitas de Plata","71.50"
"3373","Tex Winter","71.50"
"4818","Jacobo Zabludovsky","71.50"
"5616","Skeeter Davis","71.50"
"5674","Paul Krassner","71.50"
"5855","Ian Carr","71.50"
"6128","Timothy West","71.50"
"6279","Jacques Gaillot","71.50"
"6642","Paul Andreu","71.50"
"6928","Pat Schroeder","71.50"
"7833","Bogdanoff Twins","71.50"
"8431","Darby Crash","71.50"
"3505","Ruby Dee","71.25"
"1503","Gian Carlo Menotti","71.25"
"4005","Hal Holbrook","71.25"
"4095","Maureen Stapleton","71.25"
"4663","Tom Bosley","71.25"
"7879","Franco Harris","71.25"
"3726","Linda Darnell","71.25"
"4699","Robert Guillaume","71.25"
"5389","Bob Mathias","71.25"
"5987","Bob Uecker","71.25"
"6370","Tom Snyder","71.25"
"1934","Pierre Balmain","71.25"
"5024","James Last","71.25"
"5163","Hal Lindsey","71.25"
"6664","Tiziano Terzani","71.25"
"867","René Char","71.25"
"2335","Forrest Ackerman","71.25"
"4176","Michel Jouvet","71.25"
"4203","Andrée Putman","71.25"
"6875","Donald Gurnett","71.25"
"1228","Gian Carlo Wick","71.25"
"3653","Sam Francis","71.25"
"7167","Robert Quine","71.25"
"7330","William H. Pitsenbarger","71.25"
"7400","Giulio Giorello","71.25"
"8256","Michael Hammer","71.25"
"8404","D. Boon","71.25"
"3851","James S. Holmes","71.25"
"1225","Robert F. Boyle","71.25"
"305","Zino Francescatti","71.25"
"744","Prince of Liechtenstein Franz Josef II","71.25"
"1053","Abe Silverstein","71.25"
"1137","Alain Poher","71.25"
"1923","Loe de Jong","71.25"
"1951","Francisco da Costa Gomes","71.25"
"2200","Jean Drapeau","71.25"
"2973","Georges Marchais","71.25"
"3141","Nino Manfredi","71.25"
"4731","Pilar Lorengar","71.25"
"8442","Rickey Henderson","71.00"
"3194","Jane Russell","71.00"
"3381","Cyd Charisse","71.00"
"8077","Bill Walton","71.00"
"5010","Jane Powell","71.00"
"3679","Rhonda Fleming","71.00"
"5444","Gavin MacLeod","71.00"
"6350","Dean Stockwell","71.00"
"6461","Suzanne Pleshette","71.00"
"6706","Susannah York","71.00"
"8741","Gianluca Vialli","71.00"
"2028","Mark Goodson","71.00"
"3177","Yuri Kochiyama","71.00"
"7201","Andreas Baader","71.00"
"7680","Michel Berger","71.00"
"8479","David Koresh","71.00"
"4760","Ruben Salazar","71.00"
"456","Walter Heitler","71.00"
"1865","Christiane Desroches Noblecourt","71.00"
"5009","Bert Fields","71.00"
"7482","Rigo Tovar","71.00"
"8724","Anne Dufourmantelle","71.00"
"2909","Ivo Caprino","71.00"
"3185","Guido Münch","71.00"
"4752","Nils Christie","71.00"
"2202","Jean Erdman","71.00"
"3530","Edward F. Edinger","71.00"
"314","Riccardo Morandi","71.00"
"614","James J. Braddock","71.00"
"2051","Gustave Choquet","71.00"
"2209","Giorgio Bassani","71.00"
"2678","Alexander Vraciu","71.00"
"3377","Jay Presson Allen","71.00"
"4339","Peter Alexander","71.00"
"4725","Tom Cade","71.00"
"4950","Manuel Felguérez","71.00"
"5188","Régine","71.00"
"5700","Marc Fumaroli","71.00"
"6018","Howard Schnellenberger","71.00"
"4718","Walter Mondale","70.75"
"6938","Raquel Welch","70.75"
"4786","Ethel Kennedy","70.75"
"2708","Kurt Waldheim","70.75"
"6874","Hondo Havlicek","70.75"
"9560","LeAnn Rimes","70.75"
"3640","Ara Raoul Parseghian","70.75"
"5076","Katherine Helmond","70.75"
"5491","Michael Lonsdale","70.75"
"6005","Bobby Unser","70.75"
"6185","Robert Conrad","70.75"
"7173","Holland Taylor","70.75"
"5580","Shammi Kapoor","70.75"
"8337","Randy Rhoads","70.75"
"4695","Otis Chandler","70.75"
"5137","Richard F. Gordon","70.75"
"5490","David Wilkerson","70.75"
"7217","Florence Ballard","70.75"
"609","Paul Oskar Kristeller","70.75"
"2645","Sidney Gottlieb","70.75"
"4709","John Najarian","70.75"
"5432","Robert Morris","70.75"
"5587","Don Walsh","70.75"
"297","Henry Cabot Lodge","70.75"
"569","Erich Neumann","70.75"
"3007","Robert Mann","70.75"
"4773","Charlotte von Mahlsdorf","70.75"
"6234","John Gilmore","70.75"
"6777","Kim Fowley","70.75"
"7720","Susan Atkins","70.75"
"2161","Miguel Aceves Mejía","70.75"
"3226","Buddy Collette","70.75"
"3425","Gabriel Ferrater","70.75"
"3479","Wilfrid Rall","70.75"
"2126","Claude Roy","70.75"
"3131","Giuseppe Patroni-Griffi","70.75"
"324","Alfred Métraux","70.75"
"1646","Joan Hammond","70.75"
"2055","Simon Waronker","70.75"
"764","Primo Carnera","70.75"
"843","Jonathan Rhoads","70.75"
"1714","Marie-Claude Vaillant-Couturier","70.75"
"1749","Victor Mature","70.75"
"1947","Alan Cranston","70.75"
"2225","Edna Lewis","70.75"
"2540","Marcelino Camacho","70.75"
"3169","Gaston Rébuffat","70.75"
"3304","Brian Keith","70.75"
"5331","Don Ho","70.75"
"6169","Pete du Pont","70.75"
"8705","Alberto Nisman","70.75"
"5998","George Segal","70.50"
"7366","Tom Seaver","70.50"
"4266","Peter Graves","70.50"
"5544","Bill Shoemaker","70.50"
"1501","Frederick Seitz","70.50"
"5560","Philip Baker Hall","70.50"
"6179","Mickey Wright","70.50"
"6226","Len Dawson","70.50"
"6939","Merlin Olsen","70.50"
"7197","Tony Esposito","70.50"
"9223","Daniel Negreanu","70.50"
"6451","Ray Nitschke","70.50"
"977","Walter H. Annenberg","70.50"
"5387","Pierre Bergé","70.50"
"7745","Christa McAuliffe","70.50"
"1194","Neal E. Miller","70.50"
"5635","Alfred Worden","70.50"
"936","Giuseppe Occhialini","70.50"
"1185","Jean Hamburger","70.50"
"1617","Adolf Galland","70.50"
"1980","Maria Franziska von Trapp","70.50"
"5894","Loren Graham","70.50"
"5936","Phill Niblock","70.50"
"5943","Jeanine Deckers","70.50"
"6305","Jerry Douglas","70.50"
"6379","Jean-Claude van Itallie","70.50"
"7122","Marc Moulin","70.50"
"9285","Heather O'Rourke","70.50"
"301","Günther Anders","70.50"
"2050","Raúl Anguiano","70.50"
"3991","Robert W. McCollum","70.50"
"680","Ludwig Lachmann","70.50"
"1266","Alain de Rothschild","70.50"
"2553","Hank Locklin","70.50"
"2936","Alene Duerk","70.50"
"2985","Fernando Riera","70.50"
"1654","William Wesley Peters","70.50"
"521","Simone Beck","70.50"
"483","Emilio Fernández","70.50"
"715","Richard Rado","70.50"
"1010","Don Ameche","70.50"
"2727","Valentino Mazzola","70.50"
"2933","Gilbert Plass","70.50"
"3204","Ezzard Charles","70.50"
"3568","Cesare Siepi","70.50"
"3607","Shoshana Damari","70.50"
"3839","Jack Chick","70.50"
"4120","Honor Blackman","70.50"
"4155","Joe Jamail","70.50"
"4410","Duke Snider","70.50"
"4548","Mildred Fay Jefferson","70.50"
"6075","Lee Elder","70.50"
"6602","Pierre Bénichou","70.50"
"6629","Michel Ciment","70.50"
"7121","B. J. Thomas","70.50"
"3265","Deborah Kerr","70.25"
"8503","Florence Griffith Joyner","70.25"
"8169","Marvin Hagler","70.25"
"3705","Cliff Robertson","70.25"
"6764","Al Unser","70.25"
"8759","Drazen Petrovic","70.25"
"6325","Paul Hornung","70.25"
"7476","Wes Unseld","70.25"
"5758","Maury Wills","70.25"
"5945","Forrest Gregg","70.25"
"2682","Ernst Otto Fischer","70.25"
"7876","Franco Moschino","70.25"
"381","Hans Jonas","70.25"
"4397","Samuel Jr. Goldwyn","70.25"
"7800","Bernd Eichinger","70.25"
"1929","Hank Snow","70.25"
"3386","Russ Meyer","70.25"
"4648","Arianna W. Rosenbluth","70.25"
"5893","John Bradshaw","70.25"
"6695","Jean Eustache","70.25"
"2851","Jorge de Sena","70.25"
"3994","Charles E. Silberman","70.25"
"5218","Garner Ted Armstrong","70.25"
"5881","Charlie Wilson","70.25"
"6933","Alexei Panshin","70.25"
"7471","Paul-Henri Nargeolet","70.25"
"7951","John Callahan","70.25"
"8764","Dana Plato","70.25"
"3168","Del Martin","70.25"
"2633","Alí Chumacero","70.25"
"2793","Isabella Abbott","70.25"
"3016","Franca Valeri","70.25"
"6201","Dominique Venner","70.25"
"1875","Henri Nannen","70.25"
"2969","Arthur W. Jr. Hummel","70.25"
"2385","Cliffie Stone","70.25"
"711","Duke of Västerbotten Gustaf Adolf","70.25"
"117","Elisabeth Schwarzhaupt","70.25"
"245","Vercors","70.25"
"816","Jean Langlais","70.25"
